recording,arm,seed,learning_rate,horizon,status,standardized_rmse,physical_rmse_deg,standardized_sse,scalars,windows,per_joint_rmse_deg,error
recording_2021_12_15_21H_54M.mat,lpv_instant,8103,0.001,64,PASS,0.5150740659623785,15.188754000817447,2241.2653268714366,8448,22,"[6.425733718363178, 3.480044170599593, 13.29652508955614, 25.846313320820386, 17.432223992705506, 13.493583744446227]",null
recording_2021_12_15_21H_54M.mat,lpv_instant,8103,0.001,128,PASS,0.6122315963210513,18.291492683032576,6333.085905211469,16896,22,"[8.121662228715593, 3.7875279992440896, 14.17937805888393, 31.997863940467262, 21.470650190537132, 15.53250086896427]",null
recording_2021_12_15_21H_54M.mat,lpv_constant,8103,0.001,64,PASS,0.5964663532356971,18.012636455145852,3005.5627898612775,8448,22,"[9.406109096318408, 4.7833435883509425, 13.756623202218496, 28.523378871977446, 17.910611012930282, 22.622054661695707]",null
recording_2021_12_15_21H_54M.mat,lpv_constant,8103,0.001,128,PASS,0.6860128391836781,20.647778779366725,7951.487647907882,16896,22,"[11.770986318287115, 5.510357109330848, 14.586924545728012, 33.09491836788908, 21.143688373372008, 25.178500933178587]",null
recording_2021_12_15_21H_54M.mat,gru_residual,8103,0.001,64,PASS,0.6268010903186408,18.203939673443116,3319.0469184545327,8448,22,"[13.785193457570815, 5.3380307399335996, 12.929919032313537, 29.24459049157611, 19.194486105612494, 19.465795922650834]",null
recording_2021_12_15_21H_54M.mat,gru_residual,8103,0.001,128,PASS,0.6801517047905952,20.144417651997298,7816.196746483327,16896,22,"[15.267397053362922, 5.545085829726287, 12.53146556571012, 32.85175680239202, 20.841756889978328, 22.367154514946424]",null
recording_2021_12_15_21H_54M.mat,lpv_recurrent,8103,0.003,64,PASS,0.5991211157801634,17.89011958072724,3032.376748884746,8448,22,"[9.941071962515917, 3.4067357711269652, 12.311384458914757, 32.83576514673236, 21.53727250437031, 10.784050459082994]",null
recording_2021_12_15_21H_54M.mat,lpv_recurrent,8103,0.003,128,PASS,0.6965861861432407,21.7415785666201,8198.485189603496,16896,22,"[10.398240534868085, 3.836401446703621, 12.369812222436869, 42.47707685938093, 23.964890924622257, 13.47982711924371]",null
recording_2021_12_15_21H_54M.mat,lpv_instant,8103,0.003,64,PASS,0.5711131322412456,16.718613267717895,2755.4859325458974,8448,22,"[8.927310827448894, 3.7443090781424497, 13.918991351342612, 28.35081913829371, 19.732781643747, 14.016615534419888]",null
recording_2021_12_15_21H_54M.mat,lpv_instant,8103,0.003,128,PASS,0.6485731548176277,19.47421246278826,7107.254029287928,16896,22,"[10.148651433469736, 4.227341377322132, 14.267624463433068, 33.910537267234915, 22.02562470546533, 17.77600562523347]",null
